match_id,elapsed_time,p1_games,p2_games,p1-2_games,p2-1_games,p1_score,p2_score,p1-2_score,p2-1_score,P1server,P2server,p1_ace,p2_ace,p1_fault,p2_fault,p1_err,p2_err,p1_distance_sum,p2_distance_sum,p1_distance,p2_distance,point_victor,game_victor,p1_momentum,p2_momentum
1301,0:00:00,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,-1.1817331379351528,-1.1264591027095603,-0.0477787113362934,0.0477787113362934,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,-2.651868663302805,0.4004261231325224,-1.4200669244289468,-1.4356679473820535,-0.5920656453421371,-0.4406022252830383,2,0,-6.379092438671578,-4.93475889141049
1301,0:00:38,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,-1.1817331379351528,-0.2227917610375746,-0.9009114472038996,0.9009114472038996,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.415579308815282,-1.4294877310411145,-0.6479118958530624,-0.4959918829519775,1,0,-4.254622564650159,-3.2271682551988974
1301,0:01:01,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,-0.2744842005919661,-0.2227917610375746,-0.0477787113362934,0.0477787113362934,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,-2.651868663302805,0.4004261231325224,-1.4037900273630497,-1.4122312149315397,-0.0089321058706276,0.4480082612878268,2,0,-4.872433064790985,-3.119044330717125
1301,0:01:31,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,-0.2744842005919661,0.680875580634411,-0.9009114472038996,0.9009114472038996,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.3601286797934349,-1.3463423028816983,2.780240469847715,4.5928029798577965,1,0,0.1362293674156522,2.848439377442278
1301,0:02:21,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,0.6327647367512207,0.680875580634411,-0.0477787113362934,0.0477787113362934,1.0212634817740136,-1.0212634817740136,4.447296157641455,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.359574241846877,-1.3456340260442046,-0.9921102055616304,-0.962349040885768,1,0,2.796966685396733,-3.559137102331399
1301,0:02:50,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,1.2375973616466784,0.680875580634411,0.5209764459087775,-0.5209764459087775,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.3550541629944304,-1.341932343039884,-0.6450709888658935,-0.7072299205768198,2,0,-0.3500381191476308,-3.869071456263202
1301,0:03:33,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,1.2375973616466784,1.2833204750824014,-0.0477787113362934,0.0477787113362934,1.0212634817740136,-1.0212634817740136,4.447296157641455,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.3492304288161792,-1.3264068799144428,-0.5309861451180059,0.3004757548693519,1,0,3.873267183766513,-1.674640265998527
1301,0:04:01,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,2.144846298989865,1.2833204750824014,0.8053540245313128,-0.8053540245313128,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.3342776901742646,-1.3106671042403877,0.267906803957962,0.3187409771033451,2,0,1.775342662462112,-2.4937680039580847
1301,0:04:48,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,1.2375973616466784,1.2833204750824014,-0.0477787113362934,0.0477787113362934,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.3048138837970156,-1.289241076514273,1.5377922272224565,0.8033633572711291,1,0,1.314310218893063,-1.1345868601965798
1301,0:05:32,-1.351857373150146,-1.3436964755144054,-0.0627770468441042,0.0627770468441042,2.144846298989865,1.2833204750824014,0.8053540245313128,-0.8053540245313128,1.0212634817740136,-1.0212634817740136,-0.2248557245916206,-0.2140344116141914,0.1326473064856145,0.135982871553853,0.3770925814834799,0.4004261231325224,-1.286672913388454,-1.2653469697222035,0.5469137743820227,1.0137104084455324,1,1,2.1019544096719835,-1.7534784380977133
